ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,acct_num,age
371-61-1808,374380299034805,Margaret,Martinez,F,600 Ashley Branch Apt. 657,Haledon,NJ,7508,40.9457,-74.1826,22600,Estate agent,457319022032,52.293150684931504
295-22-6644,6011254920369300,Kyle,Miller,M,015 Steven Coves Apt. 722,Gardnerville,NV,89410,38.8703,-119.6115,23793,Occupational hygienist,283750594603,64.77260273972603
888-43-6900,3501842933598479,Robert,Martin,M,596 Buck Orchard,Dallas,TX,75216,32.7086,-96.7955,1263321,Publishing rights manager,272098683812,42.37534246575343
021-22-2723,6011473650032991,Alexis,Johnson,F,4761 Turner Mission,Dunn,NC,28334,35.3165,-78.6151,24908,Retail manager,272682708416,59.85753424657534
326-34-0861,3523169792067543,Theresa,Walker,F,3969 Joshua Walk,Fruitland Park,FL,34731,28.8639,-81.8998,10815,"Engineer, petroleum",857873940443,18.02191780821918
605-24-5682,4835733813307344,Gerald,Soto,M,23641 Elijah Trace,Las Vegas,NV,89183,35.9959,-115.1576,1417793,Publishing copy,278886849382,57.24383561643835
649-73-8827,347203350516029,Danielle,Anderson,F,71555 Brown Radial,Oklahoma City,OK,73135,35.411,-97.4388,640470,"Geologist, engineering",58833597709,51.364383561643834
156-20-4902,374119925512531,Kayla,Hess,F,191 Lynn Street Suite 053,Salina,OK,74365,36.3116,-95.1158,5110,Insurance claims handler,674603562370,48.794520547945204
113-43-8147,377166328246305,Sara,Jordan,F,18563 Anderson Well Apt. 761,Brooklyn,NY,11216,40.6794,-73.9496,2504700,Intelligence analyst,318005973721,51.09041095890411
057-41-9947,180085697714338,Melissa,Henderson,F,901 Christian Haven,Longwood,FL,32779,28.7168,-81.4126,50269,Pensions consultant,106226284410,38.85753424657534
751-28-9829,4888818930461631,Justin,Wilson,M,851 Cantu Ranch Apt. 509,Putnam Valley,NY,10579,41.3728,-73.8502,8675,Museum/gallery curator,834942757900,78.41369863013699
550-98-2627,6528007272081477,Christopher,Lee,M,6407 Jessica Station,Montgomery,TX,77356,30.4411,-95.7097,40534,Air cabin crew,588236261279,30.13972602739726
051-99-6560,3589995145498360,Joel,Miller,M,4906 Rose Stream Suite 751,Latham,NY,12110,42.7462,-73.763,21908,"Surveyor, mining",838968716598,54.54794520547945
104-11-6963,4605956343180739203,Nathan,Taylor,M,5337 Olson Garden Apt. 316,Saint Cloud,MN,56304,45.5521,-94.1284,74438,Research scientist (life sciences),612838201149,33.367123287671234
111-76-2636,6011548720124025,Tiffany,Moses,F,5005 Lawrence Bypass Apt. 998,Odenton,MD,21113,39.0762,-76.6996,30469,"Engineer, manufacturing",930152599735,68.74246575342465
412-81-7508,4246163034387,Colleen,Lambert,F,91435 Christina River,Levittown,NY,11756,40.7254,-73.5166,42791,Equities trader,21414345345,21.205479452054796
709-92-4555,2499654662897352,Brett,Obrien,M,25275 Brown Expressway Apt. 302,Salina,KS,67401,38.8237,-97.6421,51499,Environmental manager,39887232316,24.350684931506848
392-96-7670,30125158904184,Sarah,Martin,F,1666 Jenna Unions,Denver,CO,80236,39.6535,-105.0376,990452,Colour technologist,201218361926,31.41917808219178
594-17-7993,180047909863618,Erin,Wells,F,444 Alexis Estate Suite 824,Wasco,CA,93280,35.648,-119.4487,27152,Software engineer,921460407733,42.69041095890411
196-93-1156,4371450311809,Michael,James,M,914 Cassandra Gateway Suite 061,Escondido,CA,92026,33.1605,-117.0978,171802,Agricultural consultant,499348764671,25.715068493150685
895-65-9304,3519925692476886,Michael,Lewis,M,34141 Katelyn Path,Mattapan,MA,2126,42.2739,-71.0939,25562,Civil Service administrator,617852071065,30.936986301369863
107-40-0160,343251790447085,Isaac,Smith,M,67148 Rose Cliff Apt. 314,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,Manufacturing systems engineer,298026601683,82.56712328767124
